Time		ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16	ROI17	ROI18	ROI19	ROI20	ROI21	ROI22	ROI23	ROI24	ROI25	ROI26	ROI27	ROI28	ROI29
46.35		1.042599	1.056006	1.032665	1.049083	1.063231	1.044315	1.013227	1.021264	1.035971	1.012956	1.031738	1.01416	1.033255	1.0045691	0.968014	1.015923	1.009736	1.044496	1.059359	1.078044	1.04519	1.071039	1.030475	1.064072	1.012521	1.015508	1.0016571	1.018836	1.021775
46.36		1.047748	1.080153	1.015721	1.059457	1.043119	1.033786	1.074537	1.015331	1.088738	1.076554	1.061474	0.980476	1.019534	1.0058909	1.05814	1.0047427	0.99908157	1.06049	1.026549	1.048152	1.0053302	1.05478	1.08074	1.081678	1.024362	1.04092	1.01321	1.0011018	1.08063
46.37		1.058215	1.050216	1.016248	1.042004	1.026525	1.064456	1.069241	1.014694	1.06673	1.070415	1.058541	0.9917415	1.077648	1.062978	1.089561	0.95359	1.0037731	1.026574	1.048708	1.011003	1.064877	1.086597	1.011917	1.034677	1.06377	1.051796	1.0015861	1.036913	1.011646
46.38		1.056934	1.039441	1.049513	1.031476	1.057669	1.072575	1.053619	1.019043	1.025225	1.090592	0.9979749	0.981033	1.020814	1.02766	1.041509	1.026043	1.0024861	1.02183	1.033266	1.070464	1.054945	1.028209	1.046696	1.020326	1.029573	1.050172	1.016641	0.959115	1.049556
46.39		1.051173	1.0062912	1.040403	0.958038	1.072931	1.074569	1.024193	1.055401	1.012804	1.055295	1.059854	1.038702	1.043103	1.025936	1.0040258	1.031505	1.0056053	1.069942	1.039945	1.013252	1.016176	1.039178	1.11089	1.024717	1.01708	1.003547	1.084991	1.011419	0.96683
46.4		1.032602	1.060171	1.003106	1.026971	1.04072	1.012115	1.081561	1.047996	1.026407	1.054401	1.023615	1.030914	1.057733	1.033417	1.060642	1.056045	1.072045	1.018678	1.039161	1.030687	1.018562	1.044589	1.047565	1.080036	1.06476	1.044602	1.043627	0.99947065	0.961386
46.41		1.046549	1.089039	1.016558	1.096018	1.034253	1.0014366	1.025663	1.069964	1.020677	1.014247	1.024502	1.056852	0.9961334	1.026747	0.976322	1.029953	1.041866	1.020417	1.051251	1.023747	0.992441	1.051861	1.081184	1.087527	1.010363	1.066471	1.090225	0.995127	1.04443
46.42		1.059065	1.058542	1.0027874	1.049667	1.011132	1.057901	1.040982	1.062358	1.056888	1.040955	1.033928	1.065104	0.980428	1.020598	1.047577	1.071648	1.020033	1.053896	1.022826	1.072016	0.9941405	1.044476	1.087712	1.024607	1.060279	1.017109	1.046068	1.02447	1.048617
46.43		1.044046	1.066265	1.032606	1.017442	1.031252	1.027703	1.074961	1.043896	1.030602	1.050242	1.042909	1.044787	1.038729	1.023814	1.0041915	1.075915	1.036741	0.987064	0.984453	1.023283	1.0065369	1.078945	1.020609	0.983205	0.9930787	1.035848	1.0029782	1.030679	0.980231
46.44		1.072814	1.032236	1.050825	1.085335	0.9900261	1.04314	1.047407	1.11482	1.045995	1.051093	1.078233	0.983802	1.026531	1.099963	1.083984	1.053755	1.034283	1.025752	1.045364	1.057952	1.058538	0.982207	1.0095787	1.015054	1.018123	1.020269	1.089508	1.040898	1.073101
46.45		1.040684	1.036995	1.066588	1.052616	1.042644	1.061237	1.050609	1.023875	1.068047	1.038774	1.057183	1.056634	1.046892	1.025542	1.051246	1.078566	1.01481	1.026107	1.039915	0.9964192	1.027662	1.057935	1.066777	1.0046655	1.029267	1.043946	1.072437	1.086212	1.053434
46.46		1.078729	1.071323	1.045325	1.03301	1.048353	1.032433	1.060499	1.038707	1.050184	1.090063	1.039358	1.041113	1.040304	1.043036	1.041236	1.040238	1.042883	1.062168	1.076094	1.10756	1.022039	1.057713	1.042715	1.045258	1.065404	0.988861	1.027971	1.10299	1.079214
46.47		1.072395	1.031898	1.058181	1.033558	1.077011	1.045209	1.051388	1.017532	1.0097786	1.085787	1.076884	1.03732	1.075129	1.026128	1.043416	1.037262	1.031815	1.04382	1.020267	1.047055	0.996465	1.10649	1.049964	1.029151	1.01021	0.9960221	1.048528	1.060975	0.9955067
46.48		1.053253	1.030082	1.011143	1.06301	1.057246	1.022083	1.013917	1.044525	1.027808	1.061806	1.019046	1.048719	1.11468	1.071169	1.068066	1.026693	1.027456	0.9951889	1.063383	1.044575	1.021226	1.099157	1.024083	1.020421	1.048629	1.070855	1.1133	1.025792	1.070711
46.49		1.032098	1.021293	1.013906	1.043298	1.042347	1.060173	0.9960325	1.049857	1.023677	1.066852	1.069502	1.045224	1.018724	1.071656	1.027151	1.086387	1.027731	1.083154	1.056298	1.017685	1.065169	1.058208	1.044714	1.0045204	1.047245	1.089024	1.068121	1.023577	1.026603
46.5		1.014241	0.9954588	1.043849	1.02401	1.043639	1.058293	1.007821	1.031204	1.059757	1.0066265	1.055386	1.081758	0.998886	1.045586	1.073955	1.058517	0.984075	1.056125	1.014839	1.027146	1.026566	1.068453	1.074772	1.038302	1.016966	1.064667	1.081428	1.033133	0.9956911
46.51		1.048871	1.08662	1.011415	1.060044	1.041528	1.050582	1.081332	1.047104	1.028768	1.11261	1.03022	1.0014704	1.031218	1.016682	1.043081	1.03495	1.046244	0.99947853	1.033474	1.088482	1.025114	1.029947	1.05691	1.0045902	1.05957	1.028955	1.069651	0.9978946	1.015071
46.52		1.029644	1.12859	1.058649	1.035746	1.055228	1.033429	1.072908	1.037164	1.048964	1.017666	1.048204	1.050081	1.078845	1.021128	1.06687	1.059953	1.027328	1.069213	1.024304	1.031853	1.05401	1.026464	1.088784	1.028281	1.0098458	1.077812	1.07679	1.0055205	1.051456
46.53		1.026879	1.078633	1.016929	1.041524	1.017418	1.083119	1.038549	1.033986	1.052199	1.026518	1.059204	0.9963207	1.017418	1.053245	1.070709	1.089004	1.031338	1.041602	1.065802	1.080717	1.004746	1.069551	1.0073507	1.0030666	1.04738	1.027142	1.024622	0.9985044	1.042085
46.54		1.04619	1.068795	1.054356	1.056669	1.095515	1.044736	1.04685	1.065532	0.99985671	1.052144	0.969271	1.060611	1.029075	1.026382	1.059139	1.025727	1.045369	1.082009	1.060676	1.059442	1.0027384	1.072215	1.042913	1.082174	1.038741	1.018998	1.090927	1.036367	1.0050453
46.55		1.062861	1.087163	1.052408	1.0098507	1.060222	1.10444	1.046398	1.0031731	1.040887	1.034791	1.060679	1.069587	1.029625	1.10468	1.13334	1.032561	1.010681	1.046031	1.044758	1.031401	1.022273	1.060368	1.093938	1.0041339	1.030791	0.994439	1.040228	1.038793	1.03293
46.56		1.074789	1.04646	1.028747	0.982963	1.044003	1.048285	1.051262	1.070275	1.049803	1.090029	1.056928	1.032325	1.009488	1.06796	1.11507	1.087812	1.016591	1.075113	1.041453	1.071457	1.025177	1.097915	1.04646	1.034925	1.0093725	1.064321	1.0021665	1.041648	1.055272
46.57		1.075577	1.024605	1.059662	1.026809	1.022465	1.066472	1.10833	1.045041	1.051478	1.041886	1.084182	1.025835	1.010009	1.056617	1.079192	1.047777	1.035049	1.05559	1.0030969	1.088972	1.031913	0.989317	0.9981813	1.0017623	1.068057	1.037747	1.028019	1.049376	1.022337
46.58		1.086399	1.050088	1.04757	1.039911	1.052447	1.064966	1.095733	1.063589	1.07882	1.040849	1.085443	1.016107	1.014362	1.089496	1.097577	1.04466	1.017256	1.010572	1.074647	1.067739	1.055784	1.050288	1.032988	1.014496	1.02539	1.070471	1.069984	1.061582	1.081508
46.59		1.031166	1.03229	1.014459	1.029	1.048417	1.028273	1.049691	1.02457	1.061967	1.050812	1.0033612	1.009308	1.054671	1.049179	1.03701	1.031954	1.038254	1.051909	1.01144	1.0077685	0.9973767	1.021236	1.057235	1.069559	1.10862	1.030634	1.07943	1.065734	1.0020203
46.6		1.032961	1.052332	1.02899	1.023752	1.017435	1.046484	1.038526	1.00079344	1.02739	1.040708	1.019327	1.05696	1.019977	1.07353	1.1075	1.067383	1.037594	1.023424	1.0093693	1.027692	1.048688	1.03946	1.029375	1.066225	1.039082	1.044688	1.051351	0.9990714	1.019365
46.61		1.027736	1.06901	1.0015207	1.012475	1.030544	1.008267	1.031741	1.011877	1.045716	1.080724	0.9973579	1.012819	1.019651	0.980975	1.057252	1.069782	0.988941	1.064885	1.037483	1.026478	1.01431	1.011369	1.025861	0.952743	1.053055	1.018007	1.0072263	1.064546	0.985128
46.62		1.025536	1.03593	1.068877	1.047635	1.044595	1.069745	1.047278	1.067519	1.048777	0.9920089	1.070629	1.11491	1.052448	1.081475	1.070909	1.033136	1.038984	1.0094188	1.044676	1.015835	1.031531	1.042418	1.047608	1.016872	1.0085538	1.045986	1.09048	1.05558	1.021868
46.63		1.039697	1.033611	1.019941	1.045195	1.015529	1.026391	1.037009	1.073994	1.040395	1.035574	1.024309	1.026676	1.0097987	1.018771	1.037039	1.0011054	1.046724	1.021543	1.041635	1.033012	1.022201	0.961701	1.037033	1.081231	1.044874	1.036218	1.049862	1.025252	1.078642
46.64		1.013215	1.034128	1.027558	1.05063	1.062547	1.042444	1.02875	1.038969	1.052132	1.0080592	1.072683	1.050885	1.037155	1.022043	1.048223	0.9989036	0.982851	0.986148	0.973304	1.059303	0.9983973	1.092797	1.062216	0.984113	1.051748	0.970865	1.034806	0.99906066	1.016978
46.65		1.029217	1.0011257	1.054117	0.9924083	1.0080722	1.033828	1.04461	1.057098	1.047915	1.087257	1.042027	1.063308	1.042023	1.056573	1.044981	1.051313	1.069596	1.032728	0.981433	1.026146	1.038652	1.025057	0.9975438	0.9948192	1.055672	1.04122	1.13879	1.061203	1.05999
46.66		1.085958	1.020523	1.033829	1.069132	1.080167	1.09255	1.024371	1.047453	1.013725	1.090311	1.036355	1.067958	1.036047	1.068746	1.034908	1.03585	1.023477	1.046095	1.080392	1.013037	1.012817	1.1171	1.078667	1.046892	1.092521	1.067517	1.10453	0.986484	1.019455
46.67		1.067162	1.060544	1.03121	1.016871	1.051841	1.049585	1.050084	1.018448	1.091991	1.07955	1.061948	1.011626	1.091031	1.056496	1.065915	0.9998391	1.040219	1.0097455	1.07856	1.015358	1.032776	1.020348	1.060218	1.028198	1.064054	1.02962	1.10559	1.015401	1.046732
46.68		1.023634	1.057234	1.06205	1.08897	0.9925688	1.028357	1.032795	1.097131	1.042242	1.0734	1.095771	1.048849	0.977233	1.066631	1.09415	1.09983	1.038288	1.062437	1.036332	1.038349	1.083844	1.045836	1.0050781	1.022331	0.9962733	1.053123	1.042148	1.0081846	1.021589
46.69		1.0059109	1.037436	1.035352	1.025448	1.072969	1.035767	1.081218	1.01889	1.061106	1.058358	1.054199	1.074837	1.031549	1.045547	1.064077	1.0095065	1.021111	1.054639	1.038042	1.060257	1.041674	0.9987662	1.011459	1.035127	1.038756	1.045345	1.0093673	1.016742	1.0066959
46.7		1.047166	1.03752	1.062583	1.041056	1.040456	1.031948	0.9963111	1.11063	0.99825	1.052217	1.038999	1.099034	1.069	1.063113	1.092327	1.032598	1.081888	0.997527	1.053411	1.048218	1.05761	1.10172	1.086928	1.064408	1.079363	1.063967	1.016562	1.025547	1.072988
46.71		1.037441	1.033629	1.016047	1.084534	1.070653	1.065673	1.058381	1.022211	1.082999	1.07657	1.097374	1.049328	1.027184	1.049308	1.053408	1.055238	1.053222	1.059935	1.064095	1.039547	1.033999	1.022895	1.023265	1.01344	1.0062423	1.023077	1.055291	1.064317	1.030729
46.72		1.023727	1.036976	1.068962	1.056875	1.027042	1.011817	1.071108	1.047603	1.033999	1.047267	1.075593	1.029215	1.028421	1.054308	1.052414	0.9914931	1.027656	1.061647	0.977485	1.04343	0.982557	1.043867	0.9985173	1.042024	1.028004	1.033544	0.974091	1.06108	1.035566
46.73		1.084291	1.042613	1.023817	1.070016	1.0095984	1.047806	1.053821	1.011668	1.02698	1.0080849	1.040225	1.012292	1.010646	1.06956	1.047346	1.02155	1.020406	1.063697	1.04802	1.022587	1.052817	1.045608	1.027107	1.059441	1.051903	1.036451	1.023736	0.99973908	1.031243
46.74		1.054733	1.058034	1.072433	0.9925824	1.06915	1.051448	1.0581	1.062797	1.0297	1.067102	1.0039218	1.042512	1.059016	1.077753	1.0067831	1.061259	1.0081984	1.092041	1.04057	1.053462	1.044862	0.979181	1.066366	1.025605	1.082757	1.020535	1.035563	1.072192	1.054002
46.75		1.047895	1.019586	1.031084	0.966861	1.019395	0.989721	0.9956356	1.032877	1.0093787	1.047438	1.0066973	0.988459	0.975417	0.977027	1.01658	1.024104	1.039975	0.949652	1.0082932	1.035931	1.011351	1.025864	1.046623	1.035001	1.022846	0.9955322	0.99900369	1.037739	1.038019
46.76		1.024734	1.07593	1.030857	1.15926	1.044683	1.046549	1.0079368	1.021233	1.039354	1.016503	1.06967	1.0098226	1.069023	1.034237	1.057683	1.027326	1.050703	1.041345	1.021831	1.062324	1.014772	1.023196	1.059858	1.01713	1.1041	1.064155	1.076658	1.071001	1.0079463
46.77		1.020931	1.060481	1.035407	1.0010855	1.044018	1.04726	1.021635	1.088176	1.054763	1.062603	0.9946778	1.096386	1.031981	1.078768	0.9982452	1.052269	1.066154	1.034063	0.977861	1.0078635	1.0093036	1.045594	1.017014	1.040317	0.9961783	1.0030357	1.014966	1.042788	1.0097823
46.78		1.017288	1.035799	1.045747	1.060834	1.063774	1.040856	1.042156	1.023879	1.043027	1.051478	1.031398	1.0028045	1.087298	0.9973365	1.065938	1.072403	0.981016	1.04854	1.024893	1.049006	1.017311	1.017255	1.026659	1.04037	0.9981069	1.0066408	1.010866	0.983037	1.027747
46.79		1.021602	1.041196	1.030599	1.052491	1.041962	0.991685	1.016077	1.058049	1.055752	1.04648	1.04478	1.077941	1.029704	1.017812	1.097214	1.035567	1.041368	1.094001	1.067162	1.044579	1.055854	0.975381	1.023091	1.061998	0.99929173	1.036856	1.015042	1.031549	1.12226
46.8		1.052752	1.081714	1.070567	1.073487	1.066968	1.075634	1.069425	1.058759	1.086299	1.07256	1.051724	1.080404	1.033374	1.11296	1.077295	1.066215	1.10106	1.092241	1.0089426	1.03716	1.042416	1.033713	1.078419	1.0074286	1.012267	1.029094	1.027327	1.09272	1.021088
46.81		1.028097	1.013902	0.961368	1.028789	1.032964	1.025196	1.026023	1.025412	1.031727	1.044773	1.020414	1.065869	1.013861	1.013241	1.037327	1.0026542	1.019641	1.054044	0.989358	1.063318	1.028811	1.076315	1.10301	1.0061149	1.036705	1.019643	1.070284	1.043188	1.069333
46.82		1.038411	1.068785	1.037693	1.052287	1.069516	1.064547	1.13042	1.024361	1.068443	1.066404	1.060392	1.037136	1.027341	1.043177	1.024607	1.05974	1.05717	1.029112	1.071447	1.080058	1.041061	1.064834	1.017052	1.059418	1.0097807	1.085229	1.035155	1.036389	1.050297
46.83		0.9988088	1.011916	1.045883	1.040335	1.032672	1.058922	1.051619	1.046553	1.0026422	0.9948589	1.0046214	0.9950039	1.11159	1.067997	1.061347	1.043917	1.014546	1.026718	1.0083124	0.9909328	1.022186	1.0036101	1.036424	1.0098479	1.096391	1.01808	1.0469	1.057955	1.037462
46.84		1.068098	1.068037	1.051036	1.025992	1.063467	1.053204	1.037057	1.037075	1.03431	1.0025877	1.039802	1.020568	1.012165	1.047032	1.073046	0.99978089	1.043459	1.066606	1.024248	1.029013	1.032979	0.989099	0.999829	1.069291	1.043321	1.035112	1.029871	0.989822	1.027876
46.85		1.07472	1.021126	1.051824	1.0089522	1.010511	1.018466	1.077867	1.062553	1.034409	1.047444	1.031883	1.011563	0.986282	0.9904903	1.042766	1.022962	1.031922	1.043823	1.048105	0.9919503	1.032058	1.025924	1.024607	1.0026138	1.024653	1.061758	0.992649	1.036778	1.00030944
46.86		1.022994	1.043078	1.025593	1.052493	1.042645	1.033615	1.030562	1.047763	1.025154	1.094733	1.0001333	0.987204	1.073658	1.059223	1.067517	1.036118	1.022482	1.045128	1.018356	1.043539	1.08684	1.034203	1.050133	0.9916581	1.048246	1.031875	1.0058725	1.035958	1.081136
46.87		1.03772	1.027766	1.048667	1.041665	1.045623	1.02021	1.034415	1.081145	0.964577	1.03676	1.039284	1.02958	0.969943	1.063836	1.073502	1.046075	0.957303	1.045404	1.046834	1.039461	1.037259	1.040241	0.9999758	1.0077817	1.018248	1.045999	1.021736	0.973822	1.013416
46.88		1.06955	1.071306	1.021994	1.071124	1.048818	1.086996	1.056038	1.064084	1.061721	1.10436	1.084459	1.070346	1.0045017	1.07769	1.085041	1.10807	1.034319	1.044555	1.047243	1.017832	1.01589	1.05159	1.0058028	1.010316	0.9973074	1.082087	1.083823	1.10958	1.058296
46.89		1.061044	1.076352	1.063092	1.019718	1.048095	1.041931	1.10085	1.024596	1.0013377	1.039592	1.06388	1.043583	1.04598	1.018199	1.06164	1.059546	1.073121	1.041088	1.036578	1.010706	1.04211	1.033983	1.016649	1.07467	1.0097563	1.035905	1.020226	1.034322	1.026994
46.9		1.061054	1.048398	1.029171	1.069925	1.054673	1.026437	1.081525	1.023301	1.034239	1.013885	1.048522	1.020824	1.026198	1.042186	1.089096	1.019325	1.060164	1.10245	1.023901	1.089869	1.0035981	1.052807	1.055925	1.022016	1.086894	1.04664	1.040461	1.069506	1.028054
46.91		1.023642	0.983713	1.035472	1.0058945	1.022153	1.04818	1.093176	1.042209	1.10337	1.075323	1.0059867	1.02756	0.982511	1.037908	1.022936	1.088633	1.014996	1.0031272	1.068536	1.050527	1.038063	1.02219	1.038394	1.065295	1.075405	1.0086898	1.097806	1.018521	1.034919
46.92		1.022438	1.0019183	1.021994	1.073282	1.038806	1.018393	1.064341	1.024042	0.989735	1.057832	1.075912	1.03825	1.13316	1.034187	1.076569	1.031736	1.022835	1.016371	1.0014546	1.069605	1.069021	1.044723	1.036325	1.051437	1.0058326	0.989616	1.047427	1.097794	1.0082355
46.93		1.022614	1.07279	1.043265	1.029674	0.982328	1.0049525	1.03344	1.053996	1.033963	1.035672	1.051055	1.021981	1.02812	1.072849	1.13978	1.026395	1.06706	1.028717	1.009663	0.9967088	1.021574	1.14535	1.075698	1.069721	1.027336	0.987446	1.03108	1.056647	0.99763
46.94		1.064603	1.088727	1.024031	1.063591	1.044346	1.01266	1.046287	1.027175	1.030596	1.023644	1.042789	1.010616	0.979871	0.960992	0.992534	1.0044997	1.064409	0.9964184	1.019847	1.068708	1.023556	1.11012	1.020141	1.021271	1.063246	1.0059982	1.0034849	1.018266	0.95656
46.95		1.023577	1.016485	1.06245	1.074156	1.042739	1.015754	1.056505	0.9969868	1.0069432	1.021307	1.046847	1.026719	1.025106	1.044408	1.083507	1.030989	1.04781	0.99753	1.021701	1.044963	1.05985	1.11207	1.043767	1.036606	1.065556	1.018148	1.08636	1.014699	1.07807
46.96		1.058142	0.979893	1.064098	1.035918	1.010213	1.027703	1.066846	1.037764	1.056115	1.041072	1.04375	1.016546	1.0030583	1.074548	1.074936	1.041465	1.0065422	1.054659	1.034365	1.020417	1.034124	1.085377	1.01368	1.018855	1.12136	1.024777	1.074268	1.018645	1.01567
46.97		1.042381	1.070945	1.034753	1.060139	1.0363	1.043687	1.038501	1.057808	1.076513	1.040042	1.024596	1.10538	0.9928561	1.063102	1.057081	1.050444	1.064223	1.04506	1.084098	1.054941	1.012582	1.12804	1.035288	1.032657	1.034325	1.046818	1.12344	1.045487	1.037591
46.98		1.034958	1.089494	1.038769	1.067067	1.021866	1.017344	1.06062	1.0091002	0.9918096	1.042948	0.975843	1.068089	1.0070085	1.013134	1.11688	1.053926	1.018433	1.0084676	1.0081055	1.046613	1.0766	1.060398	1.059275	1.041905	1.047328	0.9979008	1.011256	1.0010985	1.023756
46.99		1.024426	1.014669	1.051392	1.007022	0.9986963	1.057691	1.028061	1.011978	1.047469	1.060714	1.042411	1.012184	1.030779	1.016847	1.07583	1.029205	1.04761	1.087001	1.046732	1.022411	1.033999	1.053145	1.011337	1.035047	0.970532	1.049446	1.031862	1.048972	1.0033997
47		1.015817	1.056959	1.032176	0.9908267	0.981724	1.055451	1.046329	1.059445	1.054845	1.048847	1.062865	0.980611	1.014969	1.038455	1.01906	1.05983	1.03231	0.9955849	1.025359	1.0058117	1.033125	1.07469	1.07517	1.052628	1.038873	1.081164	1.038476	1.025084	1.036309
47.01		1.049131	1.052778	1.031639	1.0032248	1.03117	1.05523	1.010417	1.023738	1.00017996	1.034755	1.026334	1.019762	1.064634	1.028562	1.037421	0.9999324	1.075259	1.012987	1.0077219	1.042108	1.017377	1.030322	1.029782	1.0047069	1.029815	1.011255	0.986846	1.04698	1.044566
47.02		1.061075	1.045944	1.067073	0.981817	1.059093	1.0007593	1.019987	1.060488	1.043426	1.034374	1.059022	1.038714	1.05334	1.020861	1.032531	1.044083	0.9940884	1.045294	1.061345	1.008725	1.079512	1.052447	1.083988	1.06734	1.031775	1.033366	1.048412	1.090413	1.061744
47.03		1.0050151	1.036169	1.035335	1.045806	1.048776	1.050126	1.053289	1.044394	1.033979	1.062147	1.027818	1.020695	1.069578	1.012081	1.024088	1.048287	0.9933516	1.085379	1.011519	1.042339	0.971619	1.054264	1.059725	1.036017	1.084931	0.9916903	1.07199	1.053652	1.027077
47.04		1.013471	1.0042799	1.021461	1.058457	1.049035	1.026215	1.01088	1.045311	1.015726	1.055699	1.015225	1.031489	1.03547	1.020472	1.086365	1.075799	1.02439	1.069657	1.090579	1.054374	1.010304	1.056065	0.98828	0.9927777	1.070145	1.039097	1.065206	1.047461	1.031512
47.05		1.016556	1.028424	1.023146	1.070293	1.022325	1.037002	1.042831	1.030627	1.022692	1.05763	1.03997	1.043576	0.972631	1.028828	1.10988	1.00025843	1.08433	1.02597	0.989795	1.0067327	1.033234	1.049924	1.043233	1.082815	1.045999	1.073787	1.013874	1.086858	0.981661
47.06		1.011587	1.035724	1.015211	1.070002	1.070956	1.095823	1.04149	1.015797	1.050542	1.084423	1.024351	1.029849	1.032964	1.039259	1.010989	1.0097919	1.031707	1.044689	1.062157	1.026126	1.067689	1.036073	1.05781	1.068811	1.086105	1.010602	0.9983937	1.0082118	0.9960564
47.07		1.016277	1.038971	1.026587	1.033947	1.042844	1.030636	1.046448	0.951369	1.015063	1.066205	1.041277	1.064562	1.076341	1.080945	1.09022	1.072098	1.062777	1.05753	1.0025278	1.045425	1.040564	1.047072	1.031959	1.038788	1.027334	1.034563	1.077922	1.064691	1.019289
47.08		0.99812	1.07538	0.984814	1.055562	1.049151	1.0058015	1.057092	1.043782	1.073	1.037214	1.064369	1.034131	1.1262	1.069532	1.021738	1.028864	1.045769	1.061899	1.030888	0.9914696	1.018308	1.024594	1.016776	1.073982	1.014781	1.045037	1.040627	1.0155	1.035301
47.09		1.028697	1.0010096	1.045954	1.046726	1.019672	0.994251	1.077542	1.058008	1.027667	1.069203	1.050762	1.0041213	1.045953	1.029671	1.019283	1.019925	0.965608	1.01834	1.012186	1.054376	1.074906	1.041737	1.047836	1.030354	1.020222	1.017991	1.030397	1.045035	0.989745
47.1		1.10937	1.041608	1.022167	1.051306	1.049356	1.086472	1.074079	1.066384	1.076017	1.078339	1.051912	1.0075105	1.071966	1.044185	1.040142	0.988414	1.038904	1.012099	1.045685	1.090972	1.072808	1.04307	1.054373	1.031664	1.092778	1.043535	1.067989	1.061196	1.061011
47.11		1.06527	1.073983	1.014181	1.065294	1.049911	1.078328	1.014672	1.032371	1.0046816	1.052834	1.064426	1.097778	1.0968	1.027364	1.0022094	1.056959	1.043995	1.056426	1.020797	1.048242	1.034661	1.093315	1.025755	1.025897	1.00031438	1.047717	1.023365	1.094188	0.9940807
47.12		1.069798	1.055237	1.041093	1.074058	1.012262	1.068261	1.06868	1.087375	0.9983308	1.048002	1.042078	1.11232	1.016408	1.075014	1.082104	1.063165	1.023666	1.021246	1.05184	1.05137	1.048586	1.050819	1.085702	1.054847	1.054188	1.070313	1.046453	1.048396	0.983636
47.13		1.042675	1.019812	1.021369	1.057385	0.9903689	1.046138	1.012471	1.046638	1.094473	1.06883	0.962227	1.011153	1.031652	1.043559	1.032509	1.044523	1.01213	1.017207	1.043178	1.013441	1.017714	1.046489	1.041341	1.031345	1.010163	1.02186	0.961792	1.026544	1.013454
47.14		1.051315	1.035986	1.064062	1.0068343	1.079784	1.060952	1.046236	1.044981	1.0045893	1.057961	1.043441	1.028145	1.082603	1.022079	1.020665	1.089808	1.029066	1.064536	1.0036307	1.033772	1.0091435	1.0028856	1.016038	1.059177	1.013821	1.041846	1.047929	0.940787	1.023687
47.15		1.036154	1.04665	1.051345	1.011478	1.023528	1.042814	1.011951	1.048267	1.0098811	1.07916	0.9989954	1.018211	0.9926441	1.0053148	1.024752	1.043761	1.040538	1.074267	1.044547	1.016881	1.057112	1.057327	1.041024	1.0072942	1.053334	1.052808	1.035484	1.074665	1.065297
47.16		1.032964	1.069725	1.052828	1.038084	1.028376	1.04684	1.02827	1.056896	1.0041836	1.057004	1.028786	1.078688	1.014481	1.067528	1.051552	1.028759	1.054506	1.023868	1.031222	1.023724	1.0274	1.082271	1.0048285	1.047226	1.045618	1.0024825	1.039999	1.095706	0.971607
47.17		1.047222	1.046746	0.987321	1.057484	1.060812	1.058525	1.04386	1.098657	1.034115	1.048953	1.024974	0.939252	1.034389	1.058294	0.973434	1.064354	1.040187	1.023532	1.070832	1.019363	0.9974491	1.057573	1.088141	1.064681	1.10371	1.0044238	0.974683	1.060157	1.015562
47.18		1.064476	1.044495	1.03075	1.057114	1.041021	1.06579	1.059804	1.09352	1.028637	1.073808	1.088311	1.017824	0.9980542	1.052326	0.977952	1.043332	1.065221	1.076605	1.021463	1.047099	1.0014872	1.06999	1.041109	1.064275	1.097121	1.069735	1.084304	1.056565	0.9948153
47.19		1.037475	1.060202	1.038437	1.042408	1.028984	1.015122	1.085051	1.049353	1.047293	1.11141	1.02907	1.029512	1.03931	1.052173	1.00095214	1.060865	1.062934	0.962288	1.0034429	1.010445	1.052166	1.082787	1.037524	0.9908017	0.9910889	1.023761	1.071292	1.032953	1.023597
47.2		1.033261	1.049432	1.087071	1.037987	1.015276	1.045611	1.018924	1.047322	1.014944	1.068223	1.032694	1.0094391	0.973985	1.029538	1.089377	1.031546	1.0056442	1.020261	1.027055	1.055598	1.04349	1.0061909	1.038697	1.015973	1.024007	1.029299	1.04296	1.040612	1.021117
47.21		1.044125	1.029397	0.9950141	1.052952	1.053493	1.028199	1.055624	1.032559	1.058828	1.058213	0.99944203	1.013822	1.040462	1.074832	1.02639	1.046335	1.026447	1.064967	1.035249	1.033938	1.024083	1.036126	0.9902399	1.044606	1.063711	1.11296	1.084823	1.0304	1.070474
47.22		1.040741	1.04306	1.0569	1.016196	1.023033	1.0052799	0.964668	1.044292	1.06466	1.0038993	1.051541	1.055227	1.045839	1.043069	1.072302	1.078538	0.9919794	1.049727	1.032215	1.038565	1.015872	1.08816	1.021829	1.0072909	1.020293	0.964575	1.017893	1.053579	1.08195
47.23		1.070603	1.019583	1.046894	1.026737	1.021157	1.016644	0.9951963	1.061082	1.053427	1.089958	0.9949013	1.018372	1.01496	1.023062	1.0098803	1.039919	1.027601	1.052798	1.067688	1.067869	1.030454	1.037002	1.027299	1.015434	1.0017519	1.053169	1.019849	1.049465	1.065553
47.24		1.028873	1.054018	0.9969334	1.026168	1.014745	1.044001	1.035475	1.012885	1.05658	1.006454	1.006811	1.086963	1.099636	1.0000257	0.986555	1.068098	1.029462	1.06758	1.056423	1.040519	0.976395	1.11275	1.060673	1.041302	0.9941865	1.0017746	1.080018	1.036898	1.051445
47.25		1.038202	1.049288	1.066041	1.042194	1.063234	1.071999	0.99986082	1.016862	0.9978115	1.11795	1.046305	1.090288	1.094357	1.036363	1.071461	1.069461	1.011258	1.005154	1.0061754	1.089274	1.042609	0.960899	1.016261	1.059981	1.045169	1.023454	1.052453	1.053794	1.036565
